Ensembl Gene ID,Ensembl Transcript ID,Associated Gene Name
ENSG00000134317,ENST00000480736,GRHL1
ENSG00000134317,ENST00000405379,GRHL1
ENSG00000181752,ENST00000313447,OR8K5
ENSG00000160339,ENST00000291744,FCN2
ENSG00000160339,ENST00000350339,FCN2
ENSG00000146731,ENST00000275603,CCT6A
ENSG00000146731,ENST00000335503,CCT6A
ENSG00000110880,ENST00000261401,CORO1C
ENSG00000110880,ENST00000541050,CORO1C
ENSG00000110880,ENST00000546705,CORO1C
ENSG00000110880,ENST00000421578,CORO1C
ENSG00000110880,ENST00000549772,CORO1C
ENSG00000110880,ENST00000552871,CORO1C
ENSG00000110880,ENST00000547294,CORO1C
ENSG00000110880,ENST00000550032,CORO1C
ENSG00000110880,ENST00000551550,CORO1C
ENSG00000110880,ENST00000546571,CORO1C
ENSG00000110880,ENST00000551044,CORO1C
ENSG00000110880,ENST00000420959,CORO1C
ENSG00000180697,ENST00000318225,C3orf22
ENSG00000170790,ENST00000307322,OR10A2
ENSG00000198563,ENST00000376177,DDX39B
ENSG00000198563,ENST00000458640,DDX39B
ENSG00000198563,ENST00000396172,DDX39B
ENSG00000198563,ENST00000417023,DDX39B
ENSG00000198563,ENST00000431908,DDX39B
ENSG00000198563,ENST00000427214,DDX39B
ENSG00000198563,ENST00000428098,DDX39B
ENSG00000198563,ENST00000419338,DDX39B
ENSG00000198563,ENST00000456662,DDX39B
ENSG00000198563,ENST00000428450,DDX39B
ENSG00000198563,ENST00000449757,DDX39B
ENSG00000198563,ENST00000456976,DDX39B
ENSG00000198563,ENST00000418897,DDX39B
ENSG00000198563,ENST00000419020,DDX39B
ENSG00000179314,ENST00000573619,WSCD1
ENSG00000179314,ENST00000574946,WSCD1
ENSG00000179314,ENST00000573634,WSCD1
ENSG00000179314,ENST00000576083,WSCD1
ENSG00000179314,ENST00000574232,WSCD1
ENSG00000179314,ENST00000571973,WSCD1
ENSG00000179314,ENST00000576233,WSCD1
ENSG00000179314,ENST00000576947,WSCD1
ENSG00000179314,ENST00000317744,WSCD1
ENSG00000179314,ENST00000539421,WSCD1
ENSG00000123636,ENST00000392782,BAZ2B
ENSG00000123636,ENST00000392783,BAZ2B
ENSG00000123636,ENST00000426648,BAZ2B
ENSG00000123636,ENST00000294905,BAZ2B
ENSG00000123636,ENST00000441143,BAZ2B
ENSG00000123636,ENST00000541068,BAZ2B
ENSG00000123636,ENST00000437839,BAZ2B
ENSG00000123636,ENST00000343439,BAZ2B
ENSG00000169006,ENST00000306928,NTSR2
ENSG00000275896,ENST00000539842,PRSS2
ENSG00000275896,ENST00000632805,PRSS2
ENSG00000275896,ENST00000632998,PRSS2
ENSG00000275896,ENST00000634019,PRSS2
ENSG00000275896,ENST00000633969,PRSS2
ENSG00000275896,ENST00000633114,PRSS2
ENSG00000205476,ENST00000380243,CCDC85C
ENSG00000205476,ENST00000557769,CCDC85C
ENSG00000205476,ENST00000557576,CCDC85C
ENSG00000205476,ENST00000555822,CCDC85C
ENSG00000205476,ENST00000554996,CCDC85C
ENSG00000205476,ENST00000554877,CCDC85C
ENSG00000205476,ENST00000556348,CCDC85C
ENSG00000213390,ENST00000358531,ARHGAP19
ENSG00000213390,ENST00000371027,ARHGAP19
ENSG00000213390,ENST00000466484,ARHGAP19
ENSG00000213390,ENST00000358308,ARHGAP19
ENSG00000256463,ENST00000575389,SALL3
ENSG00000256463,ENST00000537592,SALL3
ENSG00000256463,ENST00000536229,SALL3
ENSG00000256463,ENST00000573324,SALL3
ENSG00000256463,ENST00000616649,SALL3
ENSG00000185946,ENST00000524631,RNPC3
ENSG00000185946,ENST00000531883,RNPC3
ENSG00000185946,ENST00000533099,RNPC3
ENSG00000185946,ENST00000527062,RNPC3
ENSG00000185946,ENST00000423855,RNPC3
ENSG00000185946,ENST00000524641,RNPC3
ENSG00000173110,ENST00000309758,HSPA6
ENSG00000154229,ENST00000413366,PRKCA
ENSG00000145781,ENST00000274458,COMMD10
ENSG00000145781,ENST00000515539,COMMD10
ENSG00000145781,ENST00000506589,COMMD10
ENSG00000145781,ENST00000632434,COMMD10
ENSG00000116996,ENST00000366570,ZP4
ENSG00000116996,ENST00000611898,ZP4
ENSG00000165389,ENST00000298130,SPTSSA
ENSG00000213190,ENST00000368921,MLLT11
ENSG00000105639,ENST00000527670,JAK3
ENSG00000105639,ENST00000534444,JAK3
ENSG00000105639,ENST00000458235,JAK3
ENSG00000154589,ENST00000284818,LY96
ENSG00000154589,ENST00000518893,LY96
ENSG00000168267,ENST00000376504,PTF1A
ENSG00000122122,ENST00000356892,SASH3
ENSG00000170782,ENST00000379829,OR10A4
ENSG00000196576,ENST00000449103,PLXNB2
ENSG00000196576,ENST00000411680,PLXNB2
ENSG00000196576,ENST00000427829,PLXNB2
ENSG00000196576,ENST00000434732,PLXNB2
ENSG00000196576,ENST00000432455,PLXNB2
ENSG00000196576,ENST00000425954,PLXNB2
ENSG00000196576,ENST00000359337,PLXNB2
ENSG00000196576,ENST00000614805,PLXNB2
ENSG00000196576,ENST00000610984,PLXNB2
ENSG00000188199,ENST00000372321,NUTM2B
ENSG00000188199,ENST00000342531,NUTM2B
ENSG00000188199,ENST00000429828,NUTM2B
ENSG00000158055,ENST00000361548,GRHL3
ENSG00000158055,ENST00000350501,GRHL3
ENSG00000158055,ENST00000356046,GRHL3
ENSG00000158055,ENST00000524724,GRHL3
ENSG00000158055,ENST00000236255,GRHL3
ENSG00000143226,ENST00000367972,FCGR2A
ENSG00000143226,ENST00000271450,FCGR2A
ENSG00000143226,ENST00000459885,FCGR2A
ENSG00000166368,ENST00000299459,OR2D2
ENSG00000158483,ENST00000346333,FAM86C1
ENSG00000158483,ENST00000359244,FAM86C1
ENSG00000158483,ENST00000426628,FAM86C1
ENSG00000150477,ENST00000280020,KIAA1328
ENSG00000150477,ENST00000592521,KIAA1328
ENSG00000150477,ENST00000587139,KIAA1328
ENSG00000150477,ENST00000591619,KIAA1328
ENSG00000150477,ENST00000591911,KIAA1328
ENSG00000150477,ENST00000586135,KIAA1328
ENSG00000150477,ENST00000586501,KIAA1328
ENSG00000141378,ENST00000393038,PTRH2
ENSG00000141378,ENST00000409433,PTRH2
ENSG00000141378,ENST00000470557,PTRH2
ENSG00000183795,ENST00000602770,BPY2B
ENSG00000183795,ENST00000382392,BPY2B
ENSG00000183795,ENST00000615850,BPY2B
ENSG00000138069,ENST00000409892,RAB1A
ENSG00000138069,ENST00000409784,RAB1A
ENSG00000138069,ENST00000398529,RAB1A
ENSG00000138069,ENST00000409751,RAB1A
ENSG00000186458,ENST00000382376,DEFB132
ENSG00000221838,ENST00000438383,AP4M1
ENSG00000221838,ENST00000429084,AP4M1
ENSG00000221838,ENST00000359593,AP4M1
ENSG00000221838,ENST00000439416,AP4M1
ENSG00000221838,ENST00000421755,AP4M1
ENSG00000221838,ENST00000422582,AP4M1
ENSG00000221838,ENST00000450807,AP4M1
ENSG00000221838,ENST00000445295,AP4M1
ENSG00000187531,ENST00000328666,SIRT7
ENSG00000187531,ENST00000572902,SIRT7
ENSG00000133110,ENST00000379749,POSTN
ENSG00000133110,ENST00000379747,POSTN
ENSG00000133110,ENST00000379743,POSTN
ENSG00000133110,ENST00000379742,POSTN
ENSG00000133110,ENST00000541179,POSTN
ENSG00000133110,ENST00000541481,POSTN
ENSG00000197580,ENST00000357685,BCO2
ENSG00000197580,ENST00000361053,BCO2
ENSG00000197580,ENST00000532612,BCO2
ENSG00000197580,ENST00000438022,BCO2
ENSG00000197580,ENST00000526088,BCO2
ENSG00000197580,ENST00000532593,BCO2
ENSG00000197580,ENST00000531169,BCO2
ENSG00000197580,ENST00000530677,BCO2
ENSG00000197580,ENST00000525175,BCO2
ENSG00000196814,ENST00000361171,MVB12B
ENSG00000196814,ENST00000489637,MVB12B
ENSG00000196814,ENST00000402437,MVB12B
ENSG00000165181,ENST00000394779,C9orf84
ENSG00000165181,ENST00000394777,C9orf84
ENSG00000165181,ENST00000318737,C9orf84
ENSG00000165181,ENST00000374283,C9orf84
ENSG00000165181,ENST00000374287,C9orf84
ENSG00000004975,ENST00000005340,DVL2
ENSG00000004975,ENST00000575458,DVL2
ENSG00000004975,ENST00000575086,DVL2
ENSG00000004975,ENST00000575756,DVL2
ENSG00000004975,ENST00000574143,DVL2
ENSG00000115363,ENST00000393913,EVA1A
ENSG00000115363,ENST00000410113,EVA1A
ENSG00000115363,ENST00000410010,EVA1A
ENSG00000115363,ENST00000410071,EVA1A
ENSG00000115363,ENST00000432649,EVA1A
ENSG00000115363,ENST00000452003,EVA1A
ENSG00000115363,ENST00000233712,EVA1A
ENSG00000010322,ENST00000479054,NISCH
ENSG00000010322,ENST00000488380,NISCH
ENSG00000010322,ENST00000420808,NISCH
ENSG00000010322,ENST00000345716,NISCH
ENSG00000224145,ENST00000430090,TRIM15
ENSG00000224145,ENST00000440260,TRIM15
ENSG00000224145,ENST00000546888,TRIM15
ENSG00000224145,ENST00000552836,TRIM15
ENSG00000163872,ENST00000305135,YEATS2
ENSG00000163872,ENST00000432781,YEATS2
ENSG00000082516,ENST00000285873,GEMIN5
ENSG00000111731,ENST00000333957,C2CD5
ENSG00000111731,ENST00000446597,C2CD5
ENSG00000111731,ENST00000536386,C2CD5
ENSG00000111731,ENST00000396028,C2CD5
ENSG00000111731,ENST00000542676,C2CD5
ENSG00000111731,ENST00000545552,C2CD5
ENSG00000111731,ENST00000539615,C2CD5
ENSG00000111731,ENST00000535555,C2CD5
ENSG00000180251,ENST00000295269,SLC9A4
ENSG00000072840,ENST00000264956,EVC
ENSG00000072840,ENST00000509451,EVC
ENSG00000023330,ENST00000469224,ALAS1
ENSG00000023330,ENST00000394965,ALAS1
ENSG00000023330,ENST00000310271,ALAS1
ENSG00000023330,ENST00000484952,ALAS1
ENSG00000023330,ENST00000493402,ALAS1
ENSG00000023330,ENST00000459884,ALAS1
ENSG00000187961,ENST00000338591,KLHL17
ENSG00000187961,ENST00000622660,KLHL17
ENSG00000155189,ENST00000285518,AGPAT5
ENSG00000155189,ENST00000518327,AGPAT5
ENSG00000204544,ENST00000486149,MUC21
ENSG00000204544,ENST00000376296,MUC21
ENSG00000014164,ENST00000262577,ZC3H3
ENSG00000014164,ENST00000528401,ZC3H3
ENSG00000171495,ENST00000506092,MROH2B
ENSG00000171495,ENST00000399564,MROH2B
ENSG00000144028,ENST00000323853,SNRNP200
ENSG00000139410,ENST00000403593,SDSL
ENSG00000139410,ENST00000553248,SDSL
ENSG00000139410,ENST00000345635,SDSL
ENSG00000139410,ENST00000547802,SDSL
ENSG00000139410,ENST00000546672,SDSL
ENSG00000139410,ENST00000551760,SDSL
ENSG00000178343,ENST00000319234,SHISA3
ENSG00000162236,ENST00000377897,STX5
ENSG00000162236,ENST00000294179,STX5
ENSG00000162236,ENST00000394690,STX5
ENSG00000162236,ENST00000431400,STX5
ENSG00000131409,ENST00000599957,LRRC4B
ENSG00000131409,ENST00000600381,LRRC4B
ENSG00000131409,ENST00000389201,LRRC4B
ENSG00000204889,ENST00000398486,KRT40
ENSG00000204889,ENST00000377755,KRT40
ENSG00000171827,ENST00000586475,ZNF570
ENSG00000171827,ENST00000330173,ZNF570
ENSG00000171827,ENST00000589725,ZNF570
ENSG00000096150,ENST00000211372,RPS18
ENSG00000096150,ENST00000477055,RPS18
ENSG00000096150,ENST00000476288,RPS18
ENSG00000155368,ENST00000355857,DBI
ENSG00000155368,ENST00000627093,DBI
ENSG00000155368,ENST00000409094,DBI
ENSG00000155368,ENST00000311521,DBI
ENSG00000155368,ENST00000627305,DBI
ENSG00000155368,ENST00000393103,DBI
ENSG00000155368,ENST00000535757,DBI
ENSG00000155368,ENST00000535617,DBI
ENSG00000155368,ENST00000542275,DBI
ENSG00000163412,ENST00000425534,EIF4E3
ENSG00000163412,ENST00000295612,EIF4E3
ENSG00000163412,ENST00000421769,EIF4E3
ENSG00000163412,ENST00000497838,EIF4E3
ENSG00000163412,ENST00000496214,EIF4E3
ENSG00000163412,ENST00000469524,EIF4E3
ENSG00000163412,ENST00000448225,EIF4E3
ENSG00000163412,ENST00000389826,EIF4E3
ENSG00000106028,ENST00000265304,SSBP1
ENSG00000106028,ENST00000498107,SSBP1
ENSG00000106028,ENST00000467681,SSBP1
ENSG00000106028,ENST00000465582,SSBP1
ENSG00000106028,ENST00000463093,SSBP1
ENSG00000106028,ENST00000484178,SSBP1
ENSG00000106028,ENST00000473783,SSBP1
ENSG00000106028,ENST00000481508,SSBP1
ENSG00000106028,ENST00000612337,SSBP1
ENSG00000225932,ENST00000486333,CTAGE4
ENSG00000177673,ENST00000313965,C2orf57
ENSG00000196549,ENST00000492661,MME
ENSG00000196549,ENST00000460393,MME
ENSG00000196549,ENST00000481828,MME
ENSG00000196549,ENST00000382989,MME
ENSG00000196549,ENST00000462745,MME
ENSG00000196549,ENST00000493237,MME
ENSG00000196549,ENST00000360490,MME
ENSG00000196549,ENST00000491026,MME
ENSG00000196549,ENST00000473730,MME
ENSG00000196549,ENST00000497890,MME
ENSG00000196549,ENST00000462837,MME
ENSG00000196549,ENST00000615825,MME
ENSG00000196549,ENST00000625667,MME
ENSG00000196549,ENST00000616757,MME
ENSG00000169100,ENST00000381401,SLC25A6
ENSG00000171443,ENST00000589521,ZNF524
ENSG00000171443,ENST00000301073,ZNF524
ENSG00000171443,ENST00000591046,ZNF524
ENSG00000234669,ENST00000446005,ZFP57
ENSG00000234669,ENST00000553137,ZFP57
ENSG00000234669,ENST00000547911,ZFP57
ENSG00000175105,ENST00000309495,ZNF654
ENSG00000203872,ENST00000388923,C6orf163
ENSG00000203872,ENST00000608326,C6orf163
ENSG00000100941,ENST00000553331,PNN
ENSG00000100941,ENST00000216832,PNN
ENSG00000100941,ENST00000556530,PNN
ENSG00000101200,ENST00000380293,AVP
ENSG00000179943,ENST00000221665,FIZ1
ENSG00000179943,ENST00000590714,FIZ1
ENSG00000179943,ENST00000592585,FIZ1
ENSG00000179943,ENST00000587678,FIZ1
ENSG00000179943,ENST00000587414,FIZ1
ENSG00000123268,ENST00000552510,ATF1
ENSG00000123268,ENST00000262053,ATF1
ENSG00000123268,ENST00000552487,ATF1
ENSG00000159674,ENST00000290902,SPON2
ENSG00000159674,ENST00000503765,SPON2
ENSG00000159674,ENST00000515004,SPON2
ENSG00000159674,ENST00000502483,SPON2
ENSG00000159674,ENST00000514490,SPON2
ENSG00000159674,ENST00000509233,SPON2
ENSG00000159674,ENST00000511679,SPON2
ENSG00000159674,ENST00000511672,SPON2
ENSG00000159674,ENST00000617421,SPON2
ENSG00000159674,ENST00000431380,SPON2
ENSG00000129521,ENST00000250457,EGLN3
ENSG00000129521,ENST00000553215,EGLN3
ENSG00000129521,ENST00000487915,EGLN3
ENSG00000129521,ENST00000547327,EGLN3
ENSG00000204217,ENST00000374580,BMPR2
ENSG00000204217,ENST00000374574,BMPR2
ENSG00000177688,ENST00000326669,SUMO4
ENSG00000106258,ENST00000222982,CYP3A5
ENSG00000106258,ENST00000439761,CYP3A5
ENSG00000106258,ENST00000339843,CYP3A5
ENSG00000000938,ENST00000374005,FGR
ENSG00000000938,ENST00000374004,FGR
ENSG00000000938,ENST00000374003,FGR
ENSG00000000938,ENST00000457296,FGR
ENSG00000000938,ENST00000399173,FGR
ENSG00000144583,ENST00000273067,4-Mar
ENSG00000122692,ENST00000397149,SMU1
ENSG00000048462,ENST00000053243,TNFRSF17
ENSG00000048462,ENST00000396495,TNFRSF17
ENSG00000048462,ENST00000562385,TNFRSF17
ENSG00000164411,ENST00000525899,GJB7
ENSG00000164411,ENST00000369576,GJB7
ENSG00000164411,ENST00000296882,GJB7
ENSG00000102967,ENST00000572887,DHODH
ENSG00000102967,ENST00000574309,DHODH
ENSG00000102967,ENST00000576145,DHODH
ENSG00000102967,ENST00000219240,DHODH
ENSG00000156298,ENST00000378482,TSPAN7
ENSG00000156298,ENST00000286824,TSPAN7
ENSG00000047346,ENST00000261844,FAM214A
ENSG00000047346,ENST00000546305,FAM214A
ENSG00000047346,ENST00000568637,FAM214A
ENSG00000047346,ENST00000399202,FAM214A
ENSG00000047346,ENST00000562135,FAM214A
ENSG00000047346,ENST00000566768,FAM214A
ENSG00000047346,ENST00000561490,FAM214A
ENSG00000047346,ENST00000561543,FAM214A
ENSG00000047346,ENST00000568863,FAM214A
ENSG00000047346,ENST00000562351,FAM214A
ENSG00000047346,ENST00000619572,FAM214A
ENSG00000108106,ENST00000264552,UBE2S
ENSG00000108106,ENST00000587845,UBE2S
ENSG00000108106,ENST00000589978,UBE2S
ENSG00000129351,ENST00000407004,ILF3
ENSG00000129351,ENST00000589998,ILF3
ENSG00000129351,ENST00000589600,ILF3
ENSG00000129351,ENST00000589283,ILF3
ENSG00000129351,ENST00000590009,ILF3
ENSG00000129351,ENST00000593199,ILF3
ENSG00000129351,ENST00000250241,ILF3
ENSG00000129351,ENST00000592763,ILF3
ENSG00000129351,ENST00000588657,ILF3
ENSG00000129351,ENST00000590261,ILF3
ENSG00000129351,ENST00000587941,ILF3
ENSG00000129351,ENST00000593061,ILF3
ENSG00000129351,ENST00000590869,ILF3
ENSG00000129351,ENST00000449870,ILF3
ENSG00000088002,ENST00000201586,SULT2B1
ENSG00000088002,ENST00000323090,SULT2B1
ENSG00000103152,ENST00000436333,MPG
ENSG00000103152,ENST00000356432,MPG
ENSG00000103152,ENST00000219431,MPG
ENSG00000103152,ENST00000397817,MPG
ENSG00000178573,ENST00000569649,MAF
ENSG00000178573,ENST00000326043,MAF
ENSG00000178573,ENST00000393350,MAF
ENSG00000103978,ENST00000389834,TMEM87A
ENSG00000103978,ENST00000566014,TMEM87A
ENSG00000103978,ENST00000568400,TMEM87A
ENSG00000103978,ENST00000563371,TMEM87A
ENSG00000103978,ENST00000561578,TMEM87A
ENSG00000103978,ENST00000566474,TMEM87A
ENSG00000103978,ENST00000307216,TMEM87A
ENSG00000103978,ENST00000568432,TMEM87A
ENSG00000103978,ENST00000448392,TMEM87A
ENSG00000144230,ENST00000272644,GPR17
ENSG00000144230,ENST00000423019,GPR17
ENSG00000144230,ENST00000393018,GPR17
ENSG00000144230,ENST00000544369,GPR17
ENSG00000112812,ENST00000421826,PRSS16
ENSG00000112812,ENST00000230582,PRSS16
ENSG00000112812,ENST00000485993,PRSS16
ENSG00000112812,ENST00000475106,PRSS16
ENSG00000237038,ENST00000527080,USP17L8
ENSG00000237038,ENST00000625190,USP17L8
ENSG00000113211,ENST00000231136,PCDHB6
ENSG00000113211,ENST00000622991,PCDHB6
ENSG00000121318,ENST00000240619,TAS2R10
ENSG00000154146,ENST00000284292,NRGN
ENSG00000154146,ENST00000412681,NRGN
ENSG00000090932,ENST00000356433,DLL3
ENSG00000090932,ENST00000596614,DLL3
ENSG00000090932,ENST00000205143,DLL3
ENSG00000277042,ENST00000612374,LYZL6
ENSG00000277042,ENST00000632590,LYZL6
ENSG00000277042,ENST00000633033,LYZL6
ENSG00000259384,ENST00000351388,GH1
ENSG00000259384,ENST00000458650,GH1
ENSG00000259384,ENST00000323322,GH1
ENSG00000259384,ENST00000342364,GH1
ENSG00000259384,ENST00000617086,GH1
ENSG00000228570,ENST00000602967,NUTM2E
ENSG00000228570,ENST00000429984,NUTM2E
ENSG00000204099,ENST00000407683,NEU4
ENSG00000204099,ENST00000415936,NEU4
ENSG00000204099,ENST00000405370,NEU4
ENSG00000204099,ENST00000423583,NEU4
ENSG00000204099,ENST00000404257,NEU4
ENSG00000204099,ENST00000391969,NEU4
ENSG00000204099,ENST00000325935,NEU4
ENSG00000204099,ENST00000435934,NEU4
ENSG00000204099,ENST00000435894,NEU4
ENSG00000204099,ENST00000426032,NEU4
ENSG00000204099,ENST00000420288,NEU4
ENSG00000204099,ENST00000428592,NEU4
ENSG00000155256,ENST00000393677,ZFYVE27
ENSG00000155256,ENST00000423811,ZFYVE27
ENSG00000155256,ENST00000359980,ZFYVE27
ENSG00000155256,ENST00000337540,ZFYVE27
ENSG00000155256,ENST00000370613,ZFYVE27
ENSG00000155256,ENST00000370610,ZFYVE27
ENSG00000155256,ENST00000357540,ZFYVE27
ENSG00000118432,ENST00000369501,CNR1
ENSG00000118432,ENST00000369499,CNR1
ENSG00000118432,ENST00000549890,CNR1
ENSG00000118432,ENST00000362094,CNR1
ENSG00000118432,ENST00000468898,CNR1
ENSG00000118432,ENST00000428600,CNR1
ENSG00000118432,ENST00000551417,CNR1
ENSG00000173838,ENST00000580520,10-Mar
ENSG00000173838,ENST00000456609,10-Mar
ENSG00000173838,ENST00000311269,10-Mar
ENSG00000173838,ENST00000583600,10-Mar
ENSG00000173838,ENST00000544856,10-Mar
ENSG00000173838,ENST00000582568,10-Mar
ENSG00000173838,ENST00000583803,10-Mar
ENSG00000105497,ENST00000545217,ZNF175
ENSG00000105497,ENST00000262259,ZNF175
ENSG00000105497,ENST00000596504,ZNF175
ENSG00000105497,ENST00000436511,ZNF175
ENSG00000263242,ENST00000576814,KRTAP1-4
ENSG00000138109,ENST00000260682,CYP2C9
ENSG00000173728,ENST00000366537,C1orf100
ENSG00000173728,ENST00000308105,C1orf100
ENSG00000198198,ENST00000372450,SZT2
ENSG00000198198,ENST00000634258,SZT2
ENSG00000198198,ENST00000562955,SZT2
ENSG00000221823,ENST00000234310,PPP3R1
ENSG00000221823,ENST00000409752,PPP3R1
ENSG00000221823,ENST00000409377,PPP3R1
ENSG00000227565,ENST00000453377,NFKBIL1
ENSG00000227565,ENST00000432160,NFKBIL1
ENSG00000227565,ENST00000451911,NFKBIL1
ENSG00000008118,ENST00000009105,CAMK1G
ENSG00000008118,ENST00000423146,CAMK1G
ENSG00000008118,ENST00000361322,CAMK1G
ENSG00000239697,ENST00000293825,TNFSF12
ENSG00000085265,ENST00000371806,FCN1
ENSG00000085265,ENST00000616356,FCN1
ENSG00000262919,ENST00000576892,FAM58A
ENSG00000262919,ENST00000440428,FAM58A
ENSG00000262919,ENST00000429336,FAM58A
ENSG00000262919,ENST00000614850,FAM58A
ENSG00000262919,ENST00000482182,FAM58A
ENSG00000206245,ENST00000448986,C6orf10
ENSG00000206245,ENST00000383130,C6orf10
ENSG00000206245,ENST00000547550,C6orf10
ENSG00000206245,ENST00000617503,C6orf10
ENSG00000206245,ENST00000618584,C6orf10
ENSG00000206245,ENST00000548927,C6orf10
ENSG00000206245,ENST00000548975,C6orf10
ENSG00000139832,ENST00000267328,RAB20
ENSG00000163959,ENST00000416660,SLC51A
ENSG00000163959,ENST00000296327,SLC51A
ENSG00000163959,ENST00000428985,SLC51A
ENSG00000163959,ENST00000415111,SLC51A
ENSG00000173039,ENST00000406246,RELA
ENSG00000173039,ENST00000525693,RELA
ENSG00000173039,ENST00000308639,RELA
ENSG00000173039,ENST00000532999,RELA
ENSG00000173039,ENST00000526257,RELA
ENSG00000173039,ENST00000534558,RELA
ENSG00000173039,ENST00000527749,RELA
ENSG00000173039,ENST00000532879,RELA
ENSG00000173039,ENST00000533187,RELA
ENSG00000173039,ENST00000527874,RELA
ENSG00000173039,ENST00000534283,RELA
ENSG00000173039,ENST00000612991,RELA
ENSG00000173039,ENST00000615805,RELA
ENSG00000260916,ENST00000564663,CCPG1
ENSG00000260916,ENST00000442196,CCPG1
ENSG00000260916,ENST00000310958,CCPG1
ENSG00000260916,ENST00000425574,CCPG1
ENSG00000260916,ENST00000568543,CCPG1
ENSG00000260916,ENST00000568592,CCPG1
ENSG00000260916,ENST00000569205,CCPG1
ENSG00000260916,ENST00000563171,CCPG1
ENSG00000260916,ENST00000570272,CCPG1
ENSG00000260916,ENST00000564092,CCPG1
ENSG00000112062,ENST00000229795,MAPK14
ENSG00000112062,ENST00000229794,MAPK14
ENSG00000112062,ENST00000468133,MAPK14
ENSG00000112062,ENST00000310795,MAPK14
ENSG00000112062,ENST00000472333,MAPK14
ENSG00000112062,ENST00000622903,MAPK14
ENSG00000242019,ENST00000291860,KIR3DL3
ENSG00000226288,ENST00000312614,OR52I2
ENSG00000028137,ENST00000376259,TNFRSF1B
ENSG00000028137,ENST00000536782,TNFRSF1B
ENSG00000138442,ENST00000261015,WDR12
ENSG00000231887,ENST00000538332,PRH1
ENSG00000231887,ENST00000543626,PRH1
ENSG00000231887,ENST00000539853,PRH1
ENSG00000231887,ENST00000428168,PRH1
ENSG00000179921,ENST00000479077,GPBAR1
ENSG00000179921,ENST00000522678,GPBAR1
ENSG00000179921,ENST00000519574,GPBAR1
ENSG00000179921,ENST00000521462,GPBAR1
ENSG00000274948,ENST00000613229,KIR3DL1
ENSG00000274948,ENST00000615258,KIR3DL1
ENSG00000274948,ENST00000614238,KIR3DL1
ENSG00000182327,ENST00000331264,GLTPD2
ENSG00000095485,ENST00000370379,CWF19L1
ENSG00000095485,ENST00000354105,CWF19L1
ENSG00000196368,ENST00000375992,NUDT11
ENSG00000262347,ENST00000575715,KRTAP1-3
ENSG00000225327,ENST00000530484,USP17L3
ENSG00000188626,ENST00000563027,GOLGA8M
ENSG00000130725,ENST00000253023,UBE2M
ENSG00000130725,ENST00000595957,UBE2M
ENSG00000130725,ENST00000596985,UBE2M
ENSG00000143842,ENST00000367204,SOX13
ENSG00000143842,ENST00000525442,SOX13
ENSG00000143842,ENST00000528591,SOX13
ENSG00000143842,ENST00000618875,SOX13
ENSG00000262808,ENST00000573871,KRTAP1-1
ENSG00000162600,ENST00000421528,OMA1
ENSG00000162600,ENST00000371226,OMA1
ENSG00000162600,ENST00000456980,OMA1
ENSG00000162600,ENST00000419242,OMA1
ENSG00000162600,ENST00000426139,OMA1
ENSG00000162600,ENST00000453710,OMA1
ENSG00000162600,ENST00000482274,OMA1
ENSG00000171873,ENST00000379453,ADRA1D
ENSG00000213413,ENST00000317271,PVRIG
ENSG00000055147,ENST00000351797,FAM114A2
ENSG00000055147,ENST00000522858,FAM114A2
ENSG00000055147,ENST00000520667,FAM114A2
ENSG00000055147,ENST00000520313,FAM114A2
ENSG00000055147,ENST00000522395,FAM114A2
ENSG00000055147,ENST00000523705,FAM114A2
ENSG00000055147,ENST00000519808,FAM114A2
ENSG00000055147,ENST00000518102,FAM114A2
ENSG00000055147,ENST00000522634,FAM114A2
ENSG00000055147,ENST00000517605,FAM114A2
ENSG00000055147,ENST00000524246,FAM114A2
ENSG00000055147,ENST00000616320,FAM114A2
ENSG00000262484,ENST00000571845,CCER2
ENSG00000262484,ENST00000571838,CCER2
ENSG00000135114,ENST00000257570,OASL
ENSG00000135114,ENST00000339275,OASL
ENSG00000135114,ENST00000543677,OASL
ENSG00000135114,ENST00000620239,OASL
ENSG00000115107,ENST00000393110,STEAP3
ENSG00000115107,ENST00000393106,STEAP3
ENSG00000115107,ENST00000409811,STEAP3
ENSG00000115107,ENST00000393107,STEAP3
ENSG00000188674,ENST00000451342,C2orf80
ENSG00000188674,ENST00000341287,C2orf80
ENSG00000188674,ENST00000451346,C2orf80
ENSG00000188674,ENST00000428015,C2orf80
ENSG00000188674,ENST00000453017,C2orf80
ENSG00000188674,ENST00000423952,C2orf80
ENSG00000188674,ENST00000449053,C2orf80
ENSG00000011258,ENST00000586178,MBTD1
ENSG00000011258,ENST00000415868,MBTD1
ENSG00000011258,ENST00000376381,MBTD1
ENSG00000183918,ENST00000371139,SH2D1A
ENSG00000183918,ENST00000360027,SH2D1A
ENSG00000183918,ENST00000477673,SH2D1A
ENSG00000160505,ENST00000301295,NLRP4
ENSG00000160505,ENST00000587464,NLRP4
ENSG00000160505,ENST00000587891,NLRP4
ENSG00000160505,ENST00000589437,NLRP4
ENSG00000164176,ENST00000296591,EDIL3
ENSG00000164176,ENST00000380138,EDIL3
ENSG00000167311,ENST00000397068,ART5
ENSG00000167311,ENST00000397067,ART5
ENSG00000167311,ENST00000359918,ART5
ENSG00000167311,ENST00000453353,ART5
